khipu_id,cluster,predicted_function,accounting_probability,numeric_coverage,has_pendant_summation,pendant_match_rate,color_diversity,num_nodes,depth,avg_branching
1000443,1,Accounting,1.0,0.75,False,0.0,7.0,8,2,3.5
1000444,3,Accounting,0.7870910070681714,0.0,False,0.0,6.0,56,1,55.0
1000445,3,Accounting,0.9610538671731578,0.0,False,0.0,6.0,18,1,17.0
1000446,3,Accounting,0.9828815628815629,0.8441558441558441,False,0.0,6.0,77,2,3.3043478260869565
1000447,1,Accounting,0.9901685393258427,0.0,False,0.0,3.0,11,1,10.0
1000448,3,Accounting,0.9828815628815629,0.6617647058823529,False,0.0,5.0,68,3,22.33333333333333
1000449,3,Accounting,1.0,0.927927927927928,False,0.0,6.0,111,2,27.5
1000450,3,Accounting,1.0,0.8571428571428571,False,0.0,7.0,49,2,12.0
1000451,3,Accounting,1.0,0.625,False,0.0,1.0,16,1,15.0
1000452,3,Accounting,1.0,0.9230769230769232,False,0.0,4.0,13,1,12.0
1000453,3,Accounting,0.8475082973615597,0.0,False,0.0,5.0,34,1,33.0
1000454,3,Accounting,1.0,0.675,False,0.0,2.0,40,1,39.0
1000455,3,Accounting,1.0,0.6304347826086957,False,0.0,6.0,92,2,15.166666666666666
1000456,6,Non-Accounting,0.39705693751733095,0.1111111111111111,True,1.0,6.0,63,2,20.666666666666668
1000457,6,Non-Accounting,0.052648990807971564,0.0,False,0.0,0.0,58,1,57.0
1000458,6,Non-Accounting,0.22341604900495454,0.0,False,0.0,0.0,19,1,18.0
1000459,6,Non-Accounting,0.06171481799879874,0.0,False,0.0,0.0,90,1,89.0
1000460,6,Non-Accounting,0.10404245763416146,0.0,False,0.0,0.0,22,1,21.0
1000461,6,Non-Accounting,0.06110781185830235,0.0,False,0.0,0.0,161,1,160.0
1000462,6,Non-Accounting,0.05345965183092624,0.0,False,0.0,0.0,46,1,45.0
1000463,6,Non-Accounting,0.10127174628453182,0.0,False,0.0,0.0,121,1,120.0
1000472,0,Accounting,1.0,0.7743362831858407,False,0.0,5.0,226,4,2.8125
1000474,3,Accounting,1.0,0.6341463414634146,False,0.0,3.0,41,2,10.0
1000475,3,Accounting,1.0,0.8,False,0.0,3.0,20,2,6.333333333333333
1000477,3,Accounting,1.0,0.875,False,0.0,6.0,152,3,3.282608695652174
1000478,3,Accounting,1.0,0.2682926829268293,False,0.0,2.0,41,1,40.0
1000479,3,Accounting,1.0,0.7931034482758621,False,0.0,3.0,29,1,28.0
1000480,1,Accounting,1.0,0.9,False,0.0,5.0,10,2,4.5
1000481,1,Accounting,1.0,0.875,False,0.0,3.0,8,1,7.0
1000482,3,Accounting,1.0,0.7741935483870968,False,0.0,7.0,31,1,30.0
1000483,3,Accounting,0.982248062015504,0.6923076923076923,True,0.25,5.0,13,2,1.7142857142857142
1000485,3,Accounting,1.0,0.9333333333333332,False,0.0,1.0,15,1,14.0
1000486,3,Accounting,1.0,0.9230769230769232,False,0.0,2.0,13,1,12.0
1000487,3,Accounting,1.0,0.8823529411764706,False,0.0,8.0,34,1,33.0
1000488,3,Accounting,0.99,0.85,True,0.1,7.0,40,3,3.0
1000489,3,Accounting,0.9911764705882353,0.8421052631578947,False,0.0,2.0,19,1,18.0
1000490,3,Accounting,1.0,0.7058823529411765,False,0.0,6.0,17,2,3.2
1000491,1,Accounting,1.0,0.8888888888888888,False,0.0,2.0,9,1,8.0
1000492,2,Accounting,1.0,0.7246376811594203,False,0.0,6.0,69,1,68.0
1000493,0,Accounting,1.0,0.9935483870967742,False,0.0,9.0,155,4,2.655172413793104
1000494,3,Accounting,1.0,0.9230769230769232,True,0.0294117647058823,8.0,91,3,2.3684210526315788
1000495,3,Accounting,1.0,0.8283582089552238,False,0.0,8.0,134,3,2.891304347826087
1000496,3,Accounting,1.0,0.9032258064516128,False,0.0,7.0,31,1,30.0
1000497,3,Accounting,1.0,0.765625,False,0.0,7.0,64,2,12.6
1000499,3,Accounting,0.9828815628815629,0.9367088607594936,False,0.0,5.0,79,2,5.571428571428571
1000500,3,Accounting,1.0,0.9325842696629212,True,0.0416666666666666,6.0,89,2,3.142857142857143
1000501,0,Accounting,1.0,0.8568019093078759,False,0.0,7.0,419,2,18.130434782608692
1000502,3,Accounting,1.0,0.5862068965517241,False,0.0,6.0,29,2,5.6
1000503,3,Accounting,1.0,0.5352112676056338,False,0.0,7.0,71,2,8.75
1000504,0,Accounting,1.0,0.9736842105263158,True,0.0104166666666666,9.0,228,4,2.306122448979592
1000505,3,Accounting,1.0,0.5950413223140496,False,0.0,5.0,121,3,3.870967741935484
1000506,0,Accounting,1.0,0.7916666666666666,True,0.1923076923076923,11.0,168,2,5.21875
1000507,3,Accounting,1.0,0.5338345864661654,True,0.05,8.0,133,2,3.0
1000508,0,Accounting,1.0,0.729957805907173,True,0.4,8.0,237,2,11.238095238095235
1000509,0,Accounting,1.0,0.8108108108108109,True,0.123076923076923,5.0,370,3,5.271428571428571
1000510,2,Accounting,1.0,0.7716535433070866,False,0.0,5.0,127,1,126.0
1000511,2,Accounting,1.0,0.7816091954022989,False,0.0,5.0,87,1,86.0
1000512,0,Accounting,1.0,0.7681159420289855,False,0.0,6.0,138,3,6.85
1000513,3,Accounting,1.0,0.6754385964912281,True,0.4545454545454545,7.0,114,3,3.2285714285714286
1000514,0,Accounting,1.0,0.9226190476190476,True,0.0263157894736842,10.0,168,3,4.282051282051282
1000515,3,Accounting,1.0,0.8125,True,0.238095238095238,10.0,80,3,3.16
1000516,3,Accounting,1.0,0.9019607843137256,True,0.125,10.0,51,3,3.8461538461538463
1000517,3,Accounting,1.0,0.8461538461538461,False,0.0,5.0,13,2,2.4
1000518,0,Accounting,1.0,0.7212121212121212,False,0.0,16.0,165,3,4.0
1000519,0,Accounting,1.0,0.6282722513089005,True,0.2777777777777778,13.0,191,2,4.418604651162791
1000520,3,Accounting,1.0,0.5894736842105263,False,0.0,12.0,95,2,4.2727272727272725
1000521,3,Accounting,0.9828815628815629,0.4050632911392405,False,0.0,6.0,79,2,11.142857142857142
1000522,2,Accounting,1.0,0.8645833333333334,False,0.0,9.0,96,1,95.0
1000523,2,Accounting,1.0,0.8223350253807107,False,0.0,5.0,197,2,98.0
1000524,0,Accounting,1.0,0.8242424242424242,False,0.0,15.0,165,3,4.96969696969697
1000525,3,Accounting,1.0,0.8333333333333334,False,0.0,4.0,18,1,17.0
1000526,0,Accounting,1.0,0.8475836431226765,True,0.106060606060606,18.0,269,4,3.152941176470588
1000527,0,Accounting,1.0,0.3588235294117647,False,0.0,10.0,170,4,2.560606060606061
1000528,3,Accounting,1.0,0.6583333333333333,True,0.0833333333333333,8.0,120,3,4.25
1000529,2,Accounting,1.0,0.984126984126984,False,0.0,4.0,63,1,62.0
1000530,2,Accounting,1.0,0.8787878787878788,False,0.0,17.0,66,1,65.0
1000531,1,Accounting,1.0,0.8,False,0.0,5.0,10,1,9.0
1000532,1,Accounting,1.0,0.7272727272727273,False,0.0,5.0,11,1,10.0
1000533,3,Accounting,1.0,0.8135593220338984,True,0.125,5.0,59,2,3.8666666666666663
1000534,2,Accounting,1.0,0.8765432098765432,False,0.0,2.0,81,1,80.0
1000535,3,Accounting,0.9911764705882353,0.8333333333333334,False,0.0,8.0,24,1,23.0
1000536,3,Accounting,1.0,0.8958333333333334,False,0.0,6.0,48,2,4.7
1000537,3,Accounting,0.9911764705882353,0.68,False,0.0,3.0,25,1,24.0
1000538,2,Accounting,1.0,0.5789473684210527,False,0.0,6.0,76,1,75.0
1000539,0,Accounting,1.0,0.5128205128205128,False,0.0,15.0,195,2,38.8
1000540,3,Accounting,1.0,0.8333333333333334,False,0.0,6.0,60,3,4.538461538461538
1000541,4,Accounting,0.98,0.237696335078534,False,0.0,16.0,955,2,10.483516483516484
1000542,3,Accounting,1.0,0.562962962962963,False,0.0,8.0,135,2,13.4
1000543,3,Accounting,1.0,0.6482758620689655,False,0.0,14.0,145,2,7.578947368421052
1000544,2,Accounting,1.0,0.7272727272727273,False,0.0,4.0,99,1,98.0
1000545,0,Accounting,1.0,0.8205128205128205,True,0.0714285714285714,14.0,195,3,3.803921568627451
1000546,0,Accounting,1.0,0.8866666666666667,True,0.0444444444444444,12.0,150,5,2.709090909090909
1000547,0,Accounting,1.0,0.8632478632478633,True,0.0555555555555555,10.0,234,2,11.65
1000548,3,Accounting,1.0,0.8666666666666667,False,0.0,2.0,30,2,14.5
1000549,3,Accounting,0.9828815628815629,0.4722222222222222,False,0.0,6.0,72,3,3.9444444444444446
1000550,1,Accounting,1.0,0.875,False,0.0,3.0,8,1,7.0
1000551,3,Accounting,1.0,0.8387096774193549,False,0.0,6.0,31,1,30.0
1000552,3,Accounting,1.0,0.8045977011494253,True,0.1904761904761904,13.0,87,3,3.071428571428572
1000553,3,Accounting,0.9808608058608059,0.3773584905660377,False,0.0,9.0,53,2,17.333333333333332
1000554,3,Accounting,0.9828815628815629,0.8831168831168831,False,0.0,6.0,77,3,8.444444444444445
1000555,2,Accounting,1.0,0.9178082191780822,False,0.0,4.0,73,1,72.0
1000556,3,Accounting,1.0,0.9714285714285714,False,0.0,5.0,35,1,34.0
1000558,3,Accounting,1.0,0.9375,False,0.0,1.0,16,1,15.0
1000559,3,Accounting,1.0,0.84,False,0.0,7.0,25,2,6.0
1000560,3,Accounting,1.0,0.875,False,0.0,8.0,16,2,7.5
1000561,3,Accounting,0.9911764705882353,0.9,False,0.0,4.0,20,1,19.0
1000562,3,Accounting,1.0,0.9310344827586208,False,0.0,4.0,29,2,9.333333333333334
1000563,2,Accounting,1.0,0.6746987951807228,False,0.0,6.0,83,1,82.0
1000564,3,Accounting,1.0,0.9456521739130436,True,0.0784313725490196,10.0,184,2,3.519230769230769
1000565,0,Accounting,1.0,0.9538043478260868,False,0.0,8.0,368,2,5.097222222222222
1000566,3,Accounting,1.0,0.9696969696969696,False,0.0,8.0,33,2,4.571428571428571
1000567,0,Accounting,0.992248062015504,0.2558139534883721,True,0.1666666666666666,4.0,258,2,8.862068965517242
1000569,3,Accounting,1.0,0.84,False,0.0,3.0,25,2,8.0
1000570,3,Accounting,1.0,0.6984126984126984,True,0.2777777777777778,9.0,126,3,4.310344827586207
1000571,3,Accounting,0.8052452555566333,0.0892857142857142,False,0.0,6.0,56,2,18.33333333333333
1000572,3,Accounting,1.0,0.8333333333333334,False,0.0,2.0,12,1,11.0
1000573,3,Accounting,1.0,0.85,True,0.4166666666666667,4.0,40,3,2.294117647058824
1000574,3,Accounting,0.9751296248970668,0.4337349397590361,True,0.1428571428571428,4.0,83,5,4.315789473684211
1000575,3,Accounting,0.9751296248970668,0.5373134328358209,True,0.6666666666666666,5.0,67,3,6.6
1000576,3,Accounting,0.9751296248970668,0.4712643678160919,True,0.6,4.0,87,4,4.777777777777778
1000577,3,Accounting,1.0,0.3714285714285714,False,0.0,2.0,35,2,11.333333333333334
1000578,1,Accounting,0.9901685393258427,0.0,False,0.0,3.0,10,1,9.0
1000579,1,Accounting,0.9801685393258427,0.125,False,0.0,3.0,8,1,7.0
1000580,3,Accounting,1.0,0.7666666666666667,False,0.0,2.0,30,2,2.9
1000581,3,Accounting,1.0,0.8181818181818182,False,0.0,4.0,33,1,32.0
1000582,3,Accounting,1.0,0.9714285714285714,False,0.0,3.0,35,1,34.0
1000583,3,Accounting,1.0,0.8541666666666666,False,0.0,3.0,48,2,5.875
1000584,3,Accounting,1.0,0.5272727272727272,False,0.0,6.0,55,2,13.5
1000585,3,Accounting,0.992248062015504,0.6176470588235294,True,0.6666666666666666,3.0,34,3,4.125
1000586,0,Accounting,1.0,0.9447513812154696,True,0.2,5.0,181,3,13.846153846153848
1000587,3,Accounting,0.982248062015504,0.7142857142857143,True,0.4285714285714285,4.0,42,2,4.1
1000588,2,Accounting,1.0,0.8526315789473684,False,0.0,4.0,190,1,189.0
1000589,3,Accounting,0.992248062015504,0.46,True,0.3333333333333333,6.0,50,2,2.5789473684210527
1000590,3,Accounting,0.9751296248970668,0.6710526315789473,True,0.5,6.0,76,3,6.818181818181818
1000591,3,Accounting,1.0,0.7634408602150538,True,0.2727272727272727,12.0,93,3,5.411764705882353
1000592,3,Accounting,0.992248062015504,0.5384615384615384,True,0.1111111111111111,3.0,52,3,2.55
1000593,2,Accounting,1.0,0.7524752475247525,False,0.0,5.0,101,1,100.0
1000595,3,Accounting,1.0,0.9333333333333332,False,0.0,2.0,15,3,3.5
1000597,3,Accounting,0.9543201896143074,0.7252747252747253,False,0.0,3.0,91,3,18.0
1000598,0,Accounting,1.0,0.8192090395480226,True,0.088235294117647,3.0,177,4,3.6666666666666665
1000599,3,Accounting,1.0,0.9387755102040816,True,0.2,3.0,49,3,6.0
1000600,3,Accounting,1.0,0.75,False,0.0,2.0,16,2,5.0
1000601,3,Accounting,1.0,0.8958333333333334,True,0.0555555555555555,3.0,48,3,2.238095238095238
1000602,3,Accounting,1.0,0.5625,False,0.0,2.0,16,2,3.75
1000603,0,Accounting,1.0,0.7637474541751528,True,0.0942028985507246,10.0,491,5,2.5789473684210527
1000604,2,Accounting,1.0,0.5126050420168067,False,0.0,7.0,238,2,118.5
1000605,2,Accounting,1.0,0.6915887850467289,False,0.0,9.0,214,2,71.0
1000606,3,Accounting,1.0,0.8846153846153846,True,1.0,2.0,26,3,5.0
1000607,0,Accounting,1.0,0.6857142857142857,True,0.1052631578947368,13.0,175,3,4.971428571428572
1000608,3,Accounting,0.9815966386554622,0.8539325842696629,False,0.0,2.0,89,2,14.666666666666666
1000609,0,Accounting,1.0,0.803030303030303,True,0.3333333333333333,4.0,132,4,6.55
1000610,0,Accounting,1.0,0.7941176470588235,False,0.0,8.0,170,4,4.694444444444445
1000611,0,Accounting,1.0,0.6616314199395771,True,0.0454545454545454,7.0,331,3,9.705882352941176
1000612,0,Accounting,1.0,0.7774869109947644,True,0.009009009009009,6.0,382,3,2.4901960784313726
1000613,3,Accounting,0.9703846153846155,0.978494623655914,True,0.64,8.0,93,4,1.803921568627451
1000614,0,Accounting,1.0,0.5895316804407713,True,0.4393939393939394,8.0,363,3,2.806201550387597
1000615,3,Accounting,0.9808608058608059,0.2613636363636363,False,0.0,4.0,88,2,17.4
1000616,3,Accounting,1.0,0.264,False,0.0,7.0,125,2,12.4
1000617,3,Accounting,1.0,0.5263157894736842,False,0.0,8.0,95,2,47.0
1000618,3,Accounting,1.0,0.6417910447761194,False,0.0,13.0,134,3,4.925925925925926
1000619,3,Accounting,1.0,0.9047619047619048,False,0.0,7.0,126,2,9.615384615384617
1000620,3,Accounting,1.0,0.9375,True,0.2,4.0,16,2,2.5
1000621,3,Accounting,1.0,0.9545454545454546,True,0.125,2.0,22,3,2.333333333333333
1000622,0,Accounting,0.992248062015504,0.7016129032258065,True,0.073170731707317,6.0,248,4,2.839080459770115
1000623,0,Accounting,1.0,0.9040247678018576,True,0.0454545454545454,5.0,323,3,13.416666666666666
1000624,0,Accounting,0.992248062015504,0.5976095617529881,True,0.1166666666666666,6.0,251,5,2.7472527472527477
1000625,3,Accounting,1.0,0.972972972972973,False,0.0,8.0,37,1,36.0
1000626,1,Accounting,1.0,0.8,False,0.0,5.0,5,1,4.0
1000627,1,Accounting,1.0,0.8888888888888888,False,0.0,2.0,9,1,8.0
1000628,3,Accounting,1.0,0.8181818181818182,True,0.2857142857142857,10.0,33,3,4.0
1000629,0,Accounting,0.99,0.7216494845360825,True,0.1333333333333333,13.0,194,3,4.7073170731707314
1000630,3,Accounting,1.0,0.8571428571428571,False,0.0,2.0,14,2,6.5
1000631,1,Accounting,1.0,0.7142857142857143,False,0.0,5.0,7,2,1.5
1000632,1,Accounting,1.0,0.8571428571428571,False,0.0,3.0,7,1,6.0
1000633,3,Accounting,1.0,0.9270833333333334,True,0.25,12.0,96,3,5.277777777777778
1000634,0,Accounting,1.0,0.512,True,0.3018867924528302,7.0,375,4,2.3229813664596275
1000635,0,Accounting,0.99,0.7244094488188977,True,0.7,13.0,127,4,3.3157894736842106
1000636,3,Accounting,1.0,0.7096774193548387,False,0.0,3.0,31,1,30.0
1000637,3,Accounting,0.99,0.7215189873417721,True,0.625,11.0,79,3,5.2
1000638,3,Accounting,0.9914529914529915,0.9836065573770492,False,0.0,6.0,61,2,5.454545454545454
1000639,1,Accounting,1.0,0.6363636363636364,False,0.0,1.0,11,1,10.0
1000640,1,Accounting,1.0,0.8,False,0.0,1.0,10,1,9.0
1000641,1,Accounting,1.0,0.8333333333333334,False,0.0,2.0,6,1,5.0
1000642,3,Accounting,1.0,0.2857142857142857,False,0.0,5.0,14,2,3.25
1000643,1,Accounting,1.0,0.8571428571428571,False,0.0,2.0,7,2,1.5
1000644,1,Accounting,1.0,0.8,True,1.0,2.0,5,2,2.0
1000645,3,Accounting,1.0,0.5833333333333334,False,0.0,5.0,12,2,2.2
1000646,3,Accounting,0.982248062015504,0.6,True,0.3333333333333333,4.0,25,3,2.0
1000647,3,Accounting,1.0,0.5066666666666667,True,0.3333333333333333,8.0,75,4,2.176470588235294
1000648,2,Accounting,1.0,0.9262672811059908,False,0.0,8.0,217,2,108.0
1000649,3,Accounting,1.0,0.8181818181818182,False,0.0,11.0,33,1,32.0
1000650,0,Accounting,1.0,0.9045226130653268,True,0.5,13.0,199,2,12.375
1000651,3,Accounting,0.9911764705882353,0.9130434782608696,False,0.0,4.0,23,1,22.0
1000652,3,Accounting,1.0,0.8,False,0.0,4.0,15,1,14.0
1000653,1,Accounting,1.0,0.8571428571428571,False,0.0,4.0,7,1,6.0
1000654,3,Accounting,1.0,0.6379310344827587,False,0.0,9.0,58,2,28.5
1000655,3,Accounting,1.0,0.6666666666666666,False,0.0,7.0,30,1,29.0
1000656,3,Accounting,1.0,0.6944444444444444,False,0.0,8.0,36,1,35.0
1000657,1,Accounting,1.0,0.6666666666666666,False,0.0,4.0,9,1,8.0
1000658,0,Accounting,1.0,0.63003663003663,True,0.4615384615384615,7.0,273,3,3.4871794871794872
1000659,3,Accounting,1.0,0.5614035087719298,True,1.0,13.0,57,2,14.0
1000660,1,Accounting,1.0,0.8,False,0.0,4.0,5,1,4.0
1000661,1,Accounting,1.0,0.6666666666666666,False,0.0,4.0,6,1,5.0
